Duration (in seconds),Response ID,Please enter your Prolific ID.,,Variant,VarA,VarB,,The system is capable of interpreting situations correctly.,The system state was always clear to me.,I already know similar systems.,The developers are trustworthy.,One should be careful with unfamiliar automated systems.,The system works reliably.,The system reacts unpredictably.,The developers take my well-being seriously.,I trust the system.,A system malfunction is likely.,I was able to understand why things happened.,I rather trust a system than mistrust it.,The system is capable of taking over complicated tasks.,I can rely on the system.,The system might make sporadic (unpredictable) errors.,It is difficult to identify what the system will do next.,I have already used similar systems.,AI Voice Assistant systems generally work well.,I am confident about the system's capabilities.,,Reliability,Understanding,Familiarity,Intentions,Propensity,Trust,,Age,Gender,Education,zooFamiliarity,animalFamiliarity,owner,user,frequency
171,R_2Xp2vekKVD5X2ns,63d5624d4f5f004787f5680e,,3,A1,B2,,4,5,3,4,-4,4,-4,3,5,-3,5,3,4,5,-5,-4,3,4,4,,8,2,6,7,3,10,,31,Male,College or University.,Not familiar,Very familiar,"Yes, multiple.",Yes,Occasionally
165,R_2QMqeOavoIn7NCA,5aea84133ba4810001da92be,,1,A1,B1,,5,4,5,4,-5,4,-2,4,4,-4,5,5,4,4,-5,-1,5,4,5,,9,6,10,8,4,8,,31,Female,Post-graduate degree.,Not familiar,Very familiar,"Yes, one.",Yes,Weekly
332,R_1mEPs6dk6aw130F,5f0d11458b49e51e2fc65c83,,2,A2,B1,,3,3,5,3,-4,3,-3,3,3,-3,4,3,3,3,-4,-3,5,3,3,,5,1,10,6,2,6,,58,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Somewhat familiar,Very familiar,"Yes, multiple.",Yes,Daily
366,R_3O7ToriGrEXH6si,5e8a66c642701c722ee43bdd,,4,A2,B2,,4,5,4,4,-5,4,-2,3,3,-3,4,4,3,3,-4,-2,4,4,3,,7,5,8,7,3,6,,70,Female,College or University.,Never heard before,Somewhat familiar,No,No,
264,R_3HugkLbvY36tLUK,59960f1e004c4f0001cc863b,,4,A2,B2,,3,5,5,3,-3,3,-1,3,4,-2,5,3,2,3,-5,-4,5,3,4,,5,5,10,6,3,7,,35,Female,College or University.,Somewhat familiar,Very familiar,"Yes, multiple.",Yes,Occasionally
330,R_1g6CYkS1uohzp6O,56051814e372c00011bd556a,,3,A1,B2,,4,4,5,4,-5,5,-2,4,5,-2,5,5,4,4,-3,-2,5,4,4,,12,5,10,8,4,9,,36,Female,College or University.,Somewhat familiar,Somewhat familiar,"Yes, multiple.",Yes,Daily
194,R_2dyyBTjeRhAhdMs,62fbbc69991be5aeadfc753f,,2,A2,B1,,4,5,5,3,-5,4,-2,3,4,-2,5,4,4,4,-4,-2,5,4,4,,10,6,10,6,3,8,,21,Male,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Very familiar,No,Yes,Weekly
226,R_3KW5tlf8NagtWNj,599f32611bf9070001ce839a,,2,A2,B1,,5,5,5,4,-4,5,-5,5,5,-2,5,5,5,5,-1,-1,5,5,5,,17,4,10,9,6,10,,34,Female,Post-graduate degree.,Not familiar,Very familiar,"Yes, multiple.",Yes,Daily
227,R_ZgfOwXA4iTFapdn,5997043dbbe84800017964a7,,3,A1,B2,,5,5,4,5,-4,5,-1,5,4,-3,5,5,5,5,-3,-3,4,5,4,,13,6,8,10,6,9,,42,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Never heard before,Very familiar,"Yes, one.",Yes,Occasionally
471,R_AiW9gvUwOjmgaCB,60feb1c076ff4ba9fcf373c7,,3,A1,B2,,3,3,1,2,-4,4,-2,2,2,-3,4,2,2,3,-4,-2,1,3,3,,5,3,2,4,1,5,,60,Female,Post-graduate degree.,Not familiar,Very familiar,No,No,
221,R_XoKQCzpYIHmBgGZ,5f591a5a9a49e211efead835,,4,A2,B2,,4,5,4,3,-3,5,-1,3,3,-3,5,3,2,4,-3,-1,4,5,4,,9,8,8,6,5,7,,34,Female,College or University.,Not familiar,Very familiar,"Yes, one.",Yes,Occasionally
371,R_22DHSuc6mTCp3n2,60eeac1ee3fb0c2fb1389f1e,,4,A2,B2,,5,4,4,4,-2,5,-1,4,5,-2,5,4,4,4,-2,-2,4,5,5,,15,6,8,8,7,9,,20,Male,College or University.,Not familiar,Somewhat familiar,No,Yes,Occasionally
198,R_x4PBrtFTPk1epUJ,5dcc21c0a913958c073a4041,,4,A2,B2,,4,5,4,5,-5,5,-3,5,5,-3,#N/A,4,5,5,-4,-4,2,4,5,,12,#N/A,6,10,3,10,,68,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Somewhat familiar,"Yes, one.",Yes,Occasionally
217,R_paUrXsSmxxsTHYB,5e7f978759c243033154a18f,,1,A1,B1,,4,3,4,2,-4,4,-3,2,3,-3,4,3,4,3,-3,-3,5,4,3,,9,1,9,4,3,6,,30,Female,College or University.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Occasionally
262,R_2PvzFx4UDuYx67J,63d688c23553dbeed3f61e92,,3,A1,B2,,1,3,4,3,#N/A,1,-5,1,3,#N/A,4,1,1,1,#N/A,-5,4,4,2,,#N/A,-3,8,4,#N/A,4,,30,Male,College or University.,Never heard before,Very familiar,"Yes, one.",No,
431,R_3QF5eH2Bht6B2J6,5d923331f688d40018fa2465,,1,A1,B1,,4,5,5,4,-2,5,-2,4,4,-2,5,4,4,5,-5,-2,5,5,5,,11,6,10,8,7,9,,67,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Somewhat familiar,Somewhat familiar,No,Yes,Occasionally
233,R_12RP7NGyI60GAkB,5c63edd2cb937d00012d87b6,,2,A2,B1,,4,5,4,3,-3,5,-2,2,4,-2,4,4,3,5,-5,-2,4,4,4,,9,5,8,5,5,9,,46,Female,College or University.,Not familiar,Somewhat familiar,"Yes, multiple.",Yes,Daily
185,R_27UwMNxABx4Mu4l,5e19945df122ed2287c2628e,,2,A2,B1,,4,3,#N/A,3,-5,4,-2,3,4,-3,5,3,4,4,-4,-5,#N/A,4,4,,9,1,#N/A,6,2,8,,35,Female,College or University.,Somewhat familiar,Very familiar,"Yes, one.",Yes,Daily
170,R_12R4sbnA1dLvPOT,5f7631d94ba6c90aec43c7f4,,4,A2,B2,,3,4,3,3,-4,3,-2,3,3,-3,4,2,2,4,-4,-3,3,4,3,,4,3,6,6,2,7,,33,Female,College or University.,Not familiar,Somewhat familiar,No,No,
218,R_1g0gxepGciBOLlz,5d39270980ccd20015ac3ee0,,4,A2,B2,,3,2,1,4,#N/A,4,-4,2,2,-5,4,3,2,3,-4,-2,1,3,4,,4,0,2,6,#N/A,5,,55,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Not familiar,No,No,
194,R_XsNN9KYcgGrCIPT,60d390bf1edffb6fdd78488b,,1,A1,B1,,4,4,5,4,-2,4,-2,4,4,-2,5,4,2,4,-2,-2,5,5,4,,10,5,10,8,7,8,,24,Female,Post-graduate degree.,Not familiar,Very familiar,"Yes, multiple.",No,
176,R_9ymBgtvQRUledBT,5cf7b35927a453001e689726,,1,A1,B1,,4,3,5,4,-4,4,-2,3,4,-2,5,2,4,4,-2,-1,5,4,4,,12,5,10,7,2,8,,31,Female,College or University.,Not familiar,Very familiar,"Yes, one.",No,
220,R_2agVdeaaJtKVCTC,5b73536203c3340001844cc3,,2,A2,B1,,3,4,2,4,-4,4,-3,3,4,-4,4,4,2,4,-4,-3,2,4,3,,4,2,4,7,4,8,,50,Female,College or University.,Somewhat familiar,Very familiar,No,No,
207,R_12DxvoQ9rAt7wzY,644183766b1387e7b9a7b428,,3,A1,B2,,4,4,2,4,-3,4,-2,4,3,-3,4,4,5,4,-4,-3,4,5,4,,10,3,6,8,6,7,,56,Male,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Very familiar,No,No,
249,R_O0YDkRssz0LkHw5,588c98cf670d6600012bd774,,3,A1,B2,,3,5,3,4,-3,4,-4,2,3,-3,3,3,3,3,-5,-3,5,4,3,,5,1,8,6,4,6,,62,Female,Post-graduate degree.,Not familiar,Very familiar,No,Yes,Occasionally
187,R_03cawLU2o42EhfX,60e00c5c7ea8b0ffbb4564d6,,4,A2,B2,,3,#N/A,4,3,-5,4,-3,3,#N/A,-4,#N/A,3,2,4,-5,-4,4,4,3,,3,#N/A,8,6,2,#N/A,,34,Female,Post-graduate degree.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Daily
197,R_sHkpFVHdEiaKPdv,561cdc083d7fe800050f591a,,1,A1,B1,,3,3,4,3,-4,3,-2,1,3,-3,4,3,3,3,-3,-2,4,3,3,,6,3,8,4,2,6,,57,Female,College or University.,Somewhat familiar,Very familiar,No,No,
241,R_9Z8OXgtFDnjAIyB,54847094fdf99b0379939c8e,,2,A2,B1,,5,5,3,4,-4,5,-1,3,4,-2,5,4,5,4,-3,-3,3,3,4,,14,6,6,7,3,8,,61,Female,College or University.,Not familiar,Somewhat familiar,No,No,
146,R_1PbFWAeurUcfYzZ,5cabd60c4311a70001cfcc14,,1,A1,B1,,5,5,5,5,-5,5,-1,5,5,-1,5,4,3,5,-2,-1,5,5,5,,15,8,10,10,4,10,,30,Male,College or University.,Not familiar,Very familiar,"Yes, multiple.",Yes,Daily
290,R_1ilekiORAzDC1og,607be962688dfb9c1aea6cba,,1,A1,B1,,3,4,3,4,-3,4,-3,4,4,-2,4,4,4,4,-3,-3,2,4,4,,10,2,5,8,5,8,,66,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Somewhat familiar,Somewhat familiar,No,No,
334,R_vHpLDKlKUuhjP45,63c81611b29df444548a099e,,2,A2,B1,,4,3,5,2,-5,4,-2,4,4,-4,4,4,4,4,-3,-3,4,5,5,,10,2,9,6,4,8,,29,Female,College or University.,Somewhat familiar,Somewhat familiar,"Yes, multiple.",Yes,Daily
355,R_2Tq9aktEnlSxlNu,5a67da5231b87a0001c7405b,,4,A2,B2,,4,5,5,4,-3,4,-2,2,4,-3,5,4,2,4,-4,-2,5,4,4,,7,6,10,6,5,8,,#N/A,Female,College or University.,Very familiar,Very familiar,"Yes, one.",Yes,Daily
250,R_1Ioa8xRC4U22IpH,643fea27139e462ddf18bf9d,,3,A1,B2,,4,5,4,3,-4,4,-3,4,4,-4,5,4,3,4,-4,-3,2,5,4,,7,4,6,7,5,8,,54,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Somewhat familiar,"Yes, one.",No,
236,R_2af33XKZuSE0BIu,5ebe9ba752363c05058883d8,,3,A1,B2,,4,5,4,4,-3,4,-2,4,4,-3,5,4,2,4,-4,-2,2,4,4,,7,6,6,8,5,8,,32,Female,College or University.,Somewhat familiar,Very familiar,No,No,
223,R_3scsuxaGTVqrqLX,59d3d4c1e59146000112e4a5,,4,A2,B2,,2,3,5,2,-5,4,-3,2,3,-5,3,3,2,3,-5,-5,5,3,3,,1,-2,10,4,1,6,,30,Female,Post-graduate degree.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
316,R_1jNRuaSGFXxxGtW,63c9228431382693b06fdc4a,,2,A2,B1,,4,5,2,3,-3,4,-2,4,4,-2,4,4,4,3,-3,-4,2,3,3,,10,3,4,7,4,7,,62,Male,Post-graduate degree.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Occasionally
321,R_yQ6Ku2xERGIMCM9,5eed2e5c2c93d5142aa8fc0e,,2,A2,B1,,5,3,4,1,-1,4,-3,4,1,-5,#N/A,1,5,5,-2,-3,#N/A,#N/A,4,,11,#N/A,#N/A,5,#N/A,6,,47,Female,College or University.,Somewhat familiar,Very familiar,"Yes, multiple.",Yes,Daily
266,R_1eEu9Euep0fq4xf,63469f35701f6b1eb1e76b1f,,3,A1,B2,,4,5,4,5,-4,5,-2,3,3,-3,5,4,3,4,-4,-4,5,4,4,,9,4,9,8,4,7,,53,Male,Post-graduate degree.,Not familiar,Not familiar,"Yes, multiple.",Yes,Daily
285,R_3Oa3yT4cnwFGP73,6295c4a4616208b2b7839728,,2,A2,B1,,4,4,4,3,-3,4,-2,3,3,-2,5,4,3,3,-3,-2,2,4,4,,10,5,6,6,5,6,,60,Female,College or University.,Somewhat familiar,Somewhat familiar,"Yes, one.",No,
393,R_1pA3162n2OOMXta,63bec04d2b8d97e74aaa44b9,,2,A2,B1,,4,3,4,5,-4,4,-2,3,4,-2,4,2,2,4,-4,-4,4,3,4,,8,1,8,8,1,8,,69,Male,College or University.,Not familiar,Somewhat familiar,No,Yes,Occasionally
545,R_2wsOoNoWLVLOGNW,604a5a451dc118c74850eb82,,3,A1,B2,,2,2,5,3,-4,2,-4,3,2,-4,1,3,2,2,-4,-2,5,2,3,,1,-3,10,6,1,4,,54,Male,Post-graduate degree.,Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Daily
380,R_PYxqyZ7GkO2eROx,5fb3d0c3f2ff18016df4934d,,1,A1,B1,,5,#N/A,3,5,-4,5,-1,5,5,-1,4,5,5,5,-1,-2,1,5,5,,18,#N/A,4,10,6,10,,44,Male,College or University.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Daily
372,R_23fvmIM6yXueBHO,611a408e92dfb0034f73959f,,3,A1,B2,,4,4,4,4,-4,4,-2,4,4,-3,5,4,2,4,-5,-2,5,5,4,,6,5,9,8,5,8,,20,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Not familiar,"Yes, one.",Yes,Weekly
650,R_1l65jz5FZAo6ScB,5cc58b603b1b1c0001f9db5f,,2,A2,B1,,4,3,3,3,-4,5,-2,3,3,-4,3,3,5,4,-5,-3,3,4,5,,10,1,6,6,3,7,,53,Female,College or University.,Somewhat familiar,Somewhat familiar,No,No,
388,R_1nOSuYA7VCt93hL,5c38dd724267210001b86a7b,,3,A1,B2,,4,5,5,3,-4,4,-3,3,3,-2,2,3,5,4,-3,-3,5,4,4,,12,1,10,6,3,7,,31,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Somewhat familiar,Very familiar,"Yes, multiple.",Yes,Daily
296,R_29t6kvHcYwwj3ps,5d5ab7dd5c65830001b05441,,4,A2,B2,,4,4,4,4,-4,4,-2,2,4,-4,5,4,4,4,-5,-2,2,4,4,,7,5,6,6,4,8,,36,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Very familiar,No,Yes,Occasionally
706,R_3rXX2kUecB4gk4p,641cc2d4e2e2c0237d66d754,,2,A2,B1,,4,5,5,5,-4,4,-1,5,4,-4,5,5,3,4,-4,-2,5,3,5,,8,7,10,10,4,8,,66,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Very familiar,"Yes, multiple.",Yes,Daily
478,R_28GMsC09pn64YJ3,5c871ab7de75d4001602869d,,3,A1,B2,,4,4,5,4,-3,4,-2,3,4,-4,3,4,3,4,-4,-3,5,4,4,,7,2,10,7,5,8,,60,Male,College or University.,Very familiar,Very familiar,"Yes, multiple.",Yes,Occasionally
210,R_2B37ar2BvtiID4L,6007421356226920359b5f3e,,2,A2,B1,,4,4,3,3,-4,3,-2,3,2,-3,5,3,4,3,-3,-3,2,3,2,,7,4,5,6,2,5,,31,Male,College or University.,Somewhat familiar,Very familiar,"Yes, one.",Yes,Occasionally
252,R_3oHOYtZWhC8GbdV,603b6d6bbabbb5825dfc069d,,4,A2,B2,,3,4,4,4,-3,4,-2,3,4,-3,4,4,3,4,-3,-3,5,5,4,,8,3,9,7,6,8,,55,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Never heard before,Very familiar,No,Yes,Occasionally
815,R_2vjsi1X09i0I50A,63f7c075ed11efc649b7b230,,1,A1,B1,,4,4,4,4,-3,3,-2,3,4,-3,4,3,4,4,-4,-2,4,3,4,,8,4,8,7,3,8,,28,Female,College or University.,Very familiar,Very familiar,"Yes, one.",Yes,Weekly
263,R_pAADYcN2YXHtZ0B,5f50e3d60305bb088998b766,,2,A2,B1,,5,4,4,3,-3,5,-2,3,4,-2,4,3,2,5,-4,-3,2,5,4,,10,3,6,6,5,9,,31,Female,Post-graduate degree.,Never heard before,Somewhat familiar,No,No,
365,R_1ODJR68QRttxay4,5d692cf290cade0018695dfb,,4,A2,B2,,2,3,4,3,-3,3,-4,3,2,-3,3,3,3,2,-5,-3,4,4,2,,2,-1,8,6,4,4,,64,Male,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Very familiar,"Yes, one.",Yes,Occasionally
942,R_2pRDWjAqXvQoIJZ,5b255d17a7cee100011d8551,,1,A1,B1,,#N/A,5,4,2,-5,5,-2,2,3,-2,5,3,4,4,-4,-2,4,4,4,,#N/A,6,8,4,2,7,,34,Female,College or University.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Daily
183,R_3xw04zQ87BUll0R,5d86df0f33ac610001de1f2a,,4,A2,B2,,4,4,1,3,-5,4,-1,3,4,-2,5,1,4,3,-5,-2,1,4,4,,9,6,2,6,0,7,,34,Male,College or University.,Not familiar,Somewhat familiar,"Yes, one.",No,
206,R_32PkDh3h5J4Cl4P,5dd50a444412f1000e724c1d,,4,A2,B2,,#N/A,#N/A,4,4,-4,#N/A,-1,4,4,-4,#N/A,5,5,5,-1,-1,1,#N/A,#N/A,,#N/A,#N/A,5,8,#N/A,9,,45,Female,College or University.,Not familiar,Somewhat familiar,"Yes, one.",No,
138,R_1PXdfbkWtg4SQWA,6127c89a145f6be7b6527daa,,3,A1,B2,,5,2,3,3,-4,2,-4,3,3,-3,2,3,2,2,-5,-4,2,3,2,,3,-4,5,6,2,5,,34,Female,College or University.,Not familiar,Very familiar,No,No,
201,R_qyBmwKCfRdXLVu1,5d13a2e69cda8200162b5133,,1,A1,B1,,5,4,5,3,-5,5,-2,4,4,-3,4,4,5,4,-4,-3,4,3,4,,12,3,9,7,2,8,,30,Male,College or University.,Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Occasionally
177,R_d7jJFUYtXOBUScN,640b2231806f6ab5bb3f6cc8,,4,A2,B2,,5,#N/A,5,#N/A,-5,#N/A,#N/A,4,#N/A,#N/A,#N/A,#N/A,4,5,-4,#N/A,1,#N/A,4,,#N/A,#N/A,6,#N/A,#N/A,#N/A,,18,Male,"High School or Secondary School (A-Levels, BTEC, etc.)",Somewhat familiar,Very familiar,"Yes, one.",Yes,Occasionally
212,R_9zz5U6I57ct0p6p,5ebc5a069b10640789d5bc09,,2,A2,B1,,4,4,4,3,-3,4,-3,3,4,-2,4,3,4,4,-3,-2,4,4,4,,11,3,8,6,4,8,,31,Male,Post-graduate degree.,Not familiar,Somewhat familiar,"Yes, multiple.",Yes,Occasionally
132,R_ekvuEX6nurtyqYN,60d8846611de12602ed2b700,,1,A1,B1,,4,4,5,4,-4,4,-3,4,4,-3,5,4,4,4,-4,-4,4,3,2,,7,2,9,8,3,8,,26,Female,Post-graduate degree.,Somewhat familiar,Somewhat familiar,No,Yes,Occasionally
142,R_pgSCWQ69x3mEHm1,5e1349de814bba97b490a241,,4,A2,B2,,4,3,4,3,-4,4,-2,2,4,-3,4,2,2,4,-4,-3,4,4,4,,7,2,8,5,2,8,,40,Female,College or University.,Not familiar,Somewhat familiar,No,No,
351,R_80QbCdEj6fPNySt,6147475c5732d9ec37ac208a,,2,A2,B1,,4,4,2,3,-5,4,-3,1,2,-3,4,2,2,2,-4,-2,2,4,4,,7,3,4,4,1,4,,29,Female,Post-graduate degree.,Not familiar,Very familiar,No,No,
260,R_3p54PWinM3GD2OI,614d049504f75f232bf33847,,1,A1,B1,,5,5,5,5,-4,5,-1,5,5,-2,5,5,4,5,-2,-1,5,5,5,,15,8,10,10,6,10,,28,Female,College or University.,Somewhat familiar,Very familiar,"Yes, multiple.",Yes,Daily
163,R_pR9JUQxdNmMrxEB,CBQKRC0D,,1,A1,B1,,4,5,4,3,-4,4,#N/A,3,3,-4,#N/A,3,4,3,-5,-2,3,4,4,,7,#N/A,7,6,3,6,,#N/A,#N/A,Post-graduate degree.,Somewhat familiar,Very familiar,No,Yes,Occasionally
320,R_w5iz6aPGIV7VirD,640a0d99256fc2401b1c122f,,3,A1,B2,,4,4,4,5,-4,4,-2,3,4,-2,4,5,4,4,-2,-3,4,4,4,,12,3,8,8,5,8,,54,Female,College or University.,Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Occasionally
187,R_2toijdyokfc6G9N,5f2b24c4224df7527baee383,,4,A2,B2,,#N/A,#N/A,#N/A,5,-3,5,-2,5,5,-2,5,5,#N/A,5,-2,-3,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,10,#N/A,10,,22,Female,College or University.,Not familiar,Very familiar,"Yes, one.",Yes,Weekly
265,R_ABAttIyvyrCNhUR,5be92895d153f500019ac31c,,3,A1,B2,,4,4,3,3,-3,3,-2,3,3,-3,3,3,3,3,-2,-3,3,4,3,,8,2,6,6,4,6,,26,Male,Post-graduate degree.,Not familiar,Very familiar,No,Yes,Never
172,R_2sdpS2zF1Du7dDu,63d0fef5cd04f23dec2f8d51,,1,A1,B1,,4,5,4,3,-3,4,-3,3,3,-4,5,2,2,4,-5,-2,4,3,4,,5,5,8,6,2,7,,46,Female,College or University.,Very familiar,Very familiar,"Yes, multiple.",Yes,Daily
363,R_3JLfpwO9J0kIYrG,58a89e40e6afe00001d36058,,3,A1,B2,,4,5,1,3,-4,3,-3,3,3,-4,4,3,4,3,-4,-3,1,3,3,,6,3,2,6,2,6,,74,Male,College or University.,Somewhat familiar,Somewhat familiar,No,No,
230,R_O3c8d3bedQvGsYF,5e3f63305ed1321be26ea5fe,,2,A2,B1,,4,5,3,3,-5,4,-2,3,4,-3,5,3,3,4,-3,-3,4,4,5,,10,5,7,6,2,8,,28,Female,College or University.,Never heard before,Somewhat familiar,No,No,
479,R_3PcNVPG16r8iZuN,56bb120a724769000cb7462b,,1,A1,B1,,4,5,4,5,-5,4,-3,2,4,-3,5,4,5,3,-3,-4,5,4,4,,11,3,9,7,3,7,,51,Female,College or University.,Somewhat familiar,Somewhat familiar,No,No,
234,R_2o6kbsvA8aIyKhX,646a1715ccac4d6310bd5416,,3,A1,B2,,4,4,4,3,-5,4,-3,3,3,-3,4,4,3,4,-4,-3,4,2,3,,7,2,8,6,1,7,,48,Male,College or University.,Somewhat familiar,Somewhat familiar,"Yes, multiple.",Yes,Daily
315,R_2b4a7H0ugpc4hwq,5f4d28Muriel59bb28ad0f93bac7be ,,2,A2,B1,,2,3,2,3,-4,4,-2,2,4,-3,3,4,3,4,-2,-3,1,4,4,,8,1,3,5,4,8,,#N/A,#N/A,College or University.,Not familiar,Very familiar,No,No,
232,R_2w5O4fXEz0685qZ,6400dce71ff3b4a5f13f34d9,,4,A2,B2,,4,#N/A,2,3,-5,4,-2,3,3,-2,5,5,2,4,-5,-2,2,4,4,,7,#N/A,4,6,4,7,,23,Female,College or University.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
346,R_237YdhgUjm4AFTd,5e3e8306f5f3e50dedf05fbb,,4,A2,B2,,#N/A,#N/A,4,1,-5,1,-3,1,1,-5,#N/A,#N/A,3,1,-5,#N/A,4,#N/A,1,,#N/A,#N/A,8,2,#N/A,2,,58,Male,College or University.,Somewhat familiar,Very familiar,No,No,
431,R_25T4lP8o8mNCFnv,5e514faa677c10178f72d490,,3,A1,B2,,5,5,5,5,-5,5,-3,5,4,-5,5,3,5,5,-3,-4,5,5,5,,12,3,10,10,3,9,,33,Female,College or University.,Somewhat familiar,Somewhat familiar,"Yes, multiple.",Yes,Daily
223,R_1IBs26CL9jUtGk5,5e9f568ed526b20e76977cad,,4,A2,B2,,5,#N/A,5,3,-4,4,-4,1,4,-2,#N/A,4,3,4,-5,-3,5,5,4,,9,#N/A,10,4,5,8,,43,Female,College or University.,Not familiar,Somewhat familiar,"Yes, one.",Yes,Occasionally
115,R_5ub2RjHOkx8Znjj,5c7ec9bee3be8f001645078a,,4,A2,B2,,1,4,4,1,-5,2,-5,1,1,-5,3,1,1,1,-5,-4,1,1,1,,-5,-2,5,2,-3,2,,37,Male,College or University.,Not familiar,Very familiar,No,No,
168,R_1ihepQNDDnnTIBq,5f04dc9fb117c31680c1a4f5,,3,A1,B2,,2,3,3,3,-4,3,-3,3,3,-3,3,2,2,3,-3,-3,4,3,3,,4,0,7,6,1,6,,36,Female,College or University.,Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
311,R_rrKWlkLu6k8JZeh,5d6aeb16f7ee1a0019a1f406,,3,A1,B2,,4,3,4,4,-5,2,-2,3,2,-5,3,4,2,3,-5,-4,4,4,2,,0,0,8,7,3,5,,38,Female,College or University.,Somewhat familiar,Very familiar,"Yes, multiple.",Yes,Daily
171,R_1CBf2b1Dq7FcgoK,5c1035693ee1040001e4187d,,2,A2,B1,,4,4,2,4,-4,4,-2,2,3,-3,3,4,3,4,-3,-3,2,3,3,,8,2,4,6,3,7,,33,Male,College or University.,Never heard before,Somewhat familiar,No,No,
294,R_3s1xtHjI8Zw6cCz,5fad74db5cdcd70beb72b777,,1,A1,B1,,2,3,3,3,-4,2,-3,2,2,-3,4,2,1,2,-4,-4,3,3,3,,1,0,6,5,1,4,,38,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Somewhat familiar,No,No,
272,R_1M5M9i7p4O6zFSR,5ced93a3f0e9da0017902946,,1,A1,B1,,4,5,4,4,-3,4,-1,#N/A,2,-2,5,2,1,4,-2,-1,4,4,3,,8,8,8,#N/A,3,6,,52,Female,College or University.,Somewhat familiar,Very familiar,No,Yes,Weekly
98,R_T7QygDdgtT4aEY9,603a22c4ca68cf536c9f9f25,,2,A2,B1,,4,5,5,5,-4,5,-2,4,5,-3,5,4,4,4,-3,-3,5,4,5,,12,5,10,9,4,9,,23,Female,College or University.,Never heard before,Somewhat familiar,"Yes, multiple.",Yes,Daily
231,R_3rSqSofId8Uc4gB,56a7da16c89737000b22953c,,2,A2,B1,,4,4,4,3,-5,4,-2,3,4,-3,5,4,2,4,-2,-3,4,4,4,,9,4,8,6,3,8,,60,Female,College or University.,Not familiar,Somewhat familiar,No,Yes,Occasionally
244,R_3NV67Yvw8DvNTDz,613cad2dd84677679cbf4fc3,,2,A2,B1,,5,5,5,5,-1,4,-1,3,5,-2,5,5,2,4,-2,-1,5,5,5,,12,8,10,8,9,9,,36,Female,College or University.,Not familiar,Somewhat familiar,"Yes, multiple.",Yes,Daily
337,R_22AppkwO61z7MTA,5f5942abe280e617477ff75f,,4,A2,B2,,2,4,4,2,-4,3,-3,3,2,-4,3,2,3,2,-4,-3,4,3,4,,4,1,8,5,1,4,,32,Female,College or University.,Not familiar,Not familiar,No,No,
285,R_3p5yar4tfbvEPtr,614715e9a44235bb3667bcc4,,1,A1,B1,,4,5,5,4,-3,4,-2,4,5,-2,5,4,4,4,-4,-3,5,5,4,,10,5,10,8,6,9,,34,Female,"High School or Secondary School (A-Levels, BTEC, etc.)",Not familiar,Very familiar,"Yes, one.",Yes,Daily
100,R_3R2xHSgNdjkwbp7,5648eab220453f0012c5ad80,,2,A2,B1,,5,3,5,4,-3,4,-2,4,4,-3,3,4,5,4,-5,-2,#N/A,3,3,,9,2,#N/A,8,4,8,,28,Male,Post-graduate degree.,Somewhat familiar,Very familiar,"Yes, one.",Yes,Daily
193,R_2UbZ3gjUSfgqeLI,5f2aba03e8652834d6577992,,1,A1,B1,,4,4,5,4,-4,4,-2,3,4,-4,3,3,4,4,-4,-4,5,4,2,,6,1,10,7,3,8,,32,Male,Post-graduate degree.,Somewhat familiar,Very familiar,No,Yes,Daily
176,R_2uqg5ylOSvAx9aS,57b28526f6b9390001af1edd,,3,A1,B2,,4,5,3,3,-4,4,-2,3,3,-3,5,3,3,4,-4,-2,3,4,4,,8,6,6,6,3,7,,41,Female,College or University.,Somewhat familiar,Somewhat familiar,"Yes, one.",Yes,Weekly
